ssn,cc_num,first,last,gender,street,city,state,zip,lat,long,city_pop,job,acct_num,age
031-19-5985,4310962272847656,Jill,Newman,F,1200 Wesley Branch,Oxford,NC,27565,36.3313,-78.6134,25255,Occupational hygienist,467432801736,66.72876712328767
897-59-9080,3598436241862364,Manuel,Robinson,M,891 Woods Shoal,Fairfax,VA,22033,38.8776,-77.3885,151929,Ophthalmologist,420164855200,34.95342465753425
056-48-6951,4111595034282,Brian,Lewis,M,3830 Joseph Port,Buffalo,NY,14221,42.9685,-78.7492,564824,Systems analyst,618668025286,17.46849315068493
047-07-5155,2260546835652150,Jennifer,Figueroa,F,209 Woods Ways,Franklin Lakes,NJ,7417,41.0081,-74.2113,10580,Applications developer,177339712408,31.624657534246577
699-60-1291,4332288985725458,Loretta,Bentley,F,633 Susan Port,Buffalo,NY,14224,42.8371,-78.7484,564824,Research scientist (medical),885181618728,28.92876712328767
147-99-5072,213171752421497,Jack,Davis,M,747 Hines Mills,Park Hills,MO,63601,37.8498,-90.4885,16656,Counselling psychologist,137180523039,70.6054794520548
500-06-5956,4692758955168740909,Patrick,Sanchez,M,14629 Nash Fork,Lumberton,NC,28358,34.6293,-79.0083,53001,Network engineer,510560624736,29.734246575342464
096-45-7633,38112166365154,Grace,Munoz,F,714 Johnson Drives,Forest Hills,NY,11375,40.7229,-73.8473,68733,"Psychotherapist, dance movement",700704646267,65.34246575342466
328-73-0514,3505673030644213,Brenda,Hill,F,7683 White Center,Lafayette,IN,47909,40.3228,-86.8881,98078,Chief Executive Officer,991686287359,85.86027397260274
351-97-4865,4567782659608939,Blake,Contreras,M,5027 Victor Island,Excelsior,MN,55331,44.9007,-93.5791,17524,Clothing/textile technologist,449571171860,51.51780821917808
534-93-0061,30279103368290,James,Bailey,M,905 Smith Inlet,Saint Leonard,MD,20685,38.4501,-76.511,6471,Retail buyer,957000539170,62.16712328767123
717-64-7472,6555868512765286,Kurt,Daniels,M,6491 Linda Cove Apt. 096,Montebello,CA,90640,34.0133,-118.113,62549,Civil Service administrator,822470796467,60.86027397260274
558-13-7277,213146337861375,Tiffany,Bell,F,6053 Adams Shoals Suite 463,Arcadia,CA,91007,34.1243,-118.0515,65810,"Accountant, chartered management",36140245674,29.86027397260274
027-20-6135,180052963863967,Ronald,Solis,M,62658 Samuel Courts Apt. 819,Tracy,CA,95376,37.7383,-121.4345,106426,"Nurse, children's",841139412121,43.56438356164384
267-71-2606,341106092098196,Janet,Newton,F,5233 Lee Ville,Monroe,LA,71203,32.553,-92.0422,86622,Financial trader,857817980840,34.74246575342466
789-34-0848,4209117911244211752,Susan,Clark,F,0617 Jason Manor,Florence,KY,41042,38.9941,-84.642,49968,Mining engineer,347418674161,45.23287671232877
462-21-2946,4299015579980284137,Larry,Herrera,M,51305 Jeffrey Stream,Trenton,NJ,8638,40.251,-74.7627,270100,Computer games developer,301797003309,23.523287671232875
205-12-5711,3577686342346197,Ricky,Matthews,M,76769 Cabrera Road,Alton,IL,62002,38.9087,-90.1568,32704,Clinical cytogeneticist,423515109958,66.72602739726027
205-73-5783,347208496498560,Allen,White,M,2531 Diane Landing Apt. 510,Washington,KS,66968,39.8223,-97.0484,1626,"Investment banker, operational",11546128003,22.471232876712328
219-60-9298,348164938318495,Theresa,Aguirre,F,665 Gonzalez Causeway,Edison,NJ,8817,40.5171,-74.3973,100058,"Research officer, political party",49386329864,89.93424657534247
432-16-2034,30295963904099,Victoria,Buck,F,60880 Newman Cliff Suite 164,Wallingford,PA,19086,39.8871,-75.3721,11420,Haematologist,825996040059,60.76712328767123
410-11-9117,379064771591038,Anthony,Smith,M,6321 Jennifer Valleys,Springhill,LA,71075,33.0005,-93.4596,6416,"Merchandiser, retail",995642772692,46.32876712328767
006-89-0861,4104145964229712525,Nicole,Barron,F,718 Becky Shore Suite 457,York,PA,17406,40.0046,-76.5947,175624,Equities trader,288157084137,56.81095890410959
729-11-5784,213131170303768,Cole,Garcia,M,885 Erickson Shoal,Dallas,TX,75219,32.8132,-96.8142,1263321,"Designer, exhibition/display",557692084425,34.00821917808219
134-29-5958,6598363146249120,Joel,Rodriguez,M,07240 Stanley Mission,Junction City,OR,97448,44.1988,-123.23,12244,Management consultant,129989670839,52.5013698630137
087-46-7070,4686850745102,Matthew,Dennis,M,43629 Moreno Park Suite 103,San Francisco,CA,94124,37.7309,-122.3886,805301,Clinical psychologist,125497139516,31.361643835616437
037-74-4362,4814396661340,Kathleen,Jackson,F,4940 Jackson Squares,Northridge,CA,91326,34.2805,-118.5576,96496,Writer,813796480365,52.29041095890411
874-89-3910,4122572076502411,Carolyn,Wolf,F,579 Tracy Gateway,Lynnwood,WA,98087,47.862,-122.2532,92865,Public house manager,47714449557,70.72328767123288
581-88-4763,4211457758471,David,Ellis,M,5897 Joseph Path Apt. 263,Chula Vista,CA,91910,32.6371,-117.0676,239879,Curator,546994984893,95.53698630136986
251-74-7057,341361487824553,James,Butler,M,3098 Flowers Crossing Suite 795,Princess Anne,MD,21853,38.1919,-75.7072,11126,Homeopath,545496644624,53.04931506849315
478-88-2462,180098247414077,Andrew,Campbell,M,74065 Brendan Dam,Nederland,TX,77627,29.9716,-94.0012,21454,Maintenance engineer,313011727974,48.09041095890411
682-99-9188,4423691430753662,Jennifer,Strong,F,9429 Shelton Islands Apt. 342,Elyria,OH,44035,41.3724,-82.1051,64263,Pension scheme manager,221423962760,63.02739726027397
313-11-4872,3582661287585755,Jeffrey,Fisher,M,0806 Katelyn Ridges Suite 398,Lihue,HI,96766,21.9816,-159.3683,14683,Midwife,679151474133,54.85753424657534
580-38-0878,6011607870104151,Kristopher,Short,M,501 Jacqueline Path Apt. 872,Sterling Heights,MI,48313,42.6005,-82.9998,129683,Environmental health practitioner,742578595436,28.5972602739726
873-20-4930,4079311029181335,Brian,Johnson,M,0146 Mcgrath Viaduct Apt. 849,Chula Vista,CA,91915,32.6315,-116.9408,239879,Print production planner,725245230756,48.33150684931507
127-56-2397,4223288377441971,Jacob,Hill,M,176 Hernandez Haven Suite 196,Orlando,FL,32807,28.5515,-81.3051,878243,"Administrator, arts",333205873837,43.0958904109589
661-84-7283,582774025883,Christine,Orr,F,122 Rios Port Suite 724,Olmsted Falls,OH,44138,41.3734,-81.9158,22332,Immunologist,433463032839,68.95342465753424
860-83-7926,6592988425995997,Ronald,Jones,M,231 Victor Springs,Odessa,TX,79761,31.8579,-102.3523,137390,Publishing copy,834613761882,53.78082191780822
791-94-3877,2227610941017591,Mark,Johnson,M,1762 James Overpass,Bronx,NY,10453,40.852,-73.9129,1382480,Primary school teacher,316448246954,73.23561643835616
207-95-2656,6011190130205696,Joshua,Jones,M,873 Ashley Mountains,Jacksboro,TX,76458,33.2347,-98.1681,6261,"Restaurant manager, fast food",392354307922,38.416438356164385
573-18-1101,36619128411738,Anthony,Fernandez,M,44651 Tammy Club,Dublin,OH,43016,40.0985,-83.1537,68932,Social researcher,264464139737,91.08219178082192
626-65-5116,6011819740056434,George,Hubbard,M,85037 Linda Port,Kahului,HI,96732,20.8814,-156.4783,24816,Travel agency manager,917847786168,89.5095890410959
355-10-6820,3587240107835677,Elizabeth,Horn,F,00389 Fleming Street,La Fayette,GA,30728,34.692,-85.2602,19612,Adult nurse,530653929487,20.873972602739727
397-99-6181,3566821719553561,Thomas,Allen,M,036 Vicki Bridge,Salem,OR,97305,44.9961,-122.9124,249657,Fisheries officer,63619726599,48.323287671232876
059-17-7186,4055934296711142,Teresa,Harris,F,74584 Alison Grove Suite 881,Crownsville,MD,21032,39.0489,-76.5935,8848,Audiological scientist,989331266010,31.476712328767125
723-80-7967,4328348315203771070,Russell,Nelson,M,1049 Simpson Wall Suite 670,Torrance,CA,90503,33.8397,-118.3542,174353,Environmental manager,417495431869,25.104109589041094
676-56-8725,676340850954,Tammy,Solomon,F,59660 Angela Stravenue,San Diego,CA,92139,32.6806,-117.0474,1241364,Holiday representative,588144128828,38.81643835616438
435-74-9312,180026732044133,Patricia,Phillips,F,94544 David Port Suite 427,Refugio,TX,78377,28.3169,-97.2767,3821,"Psychologist, counselling",481110497017,21.306849315068494
478-05-5878,30360914985173,Christopher,Miranda,M,7232 Monica Shoal Apt. 310,Kingston,NY,12401,41.9697,-74.0668,35040,Educational psychologist,556990434553,70.81095890410958
594-41-0688,213104405809354,Ashley,Hunter,F,133 Hudson Village,Red Lodge,MT,59068,45.1965,-109.2688,3580,Pathologist,704681267877,80.13698630136986
897-37-2345,589556574905,Christopher,Williams,M,019 Lindsey Pass,Paris,MO,65275,39.4932,-92.0113,2535,Rural practice surveyor,639020125593,48.583561643835615
221-49-9547,676326113989,Yolanda,Mccoy,F,180 Hopkins Pike Suite 543,Union Springs,NY,13160,42.8335,-76.674,2027,Teaching laboratory technician,361825349415,66.40273972602739
819-99-5931,4513765158819,Suzanne,Valdez,F,6392 Kimberly Lodge,Kutztown,PA,19530,40.5214,-75.7774,16432,Television/film/video producer,153183885482,41.824657534246576
267-37-5597,341668297327027,Bryan,Baker,M,120 Johnson Expressway Apt. 288,San Diego,CA,92113,32.697,-117.1153,1241364,Network engineer,467740236780,71.5095890410959
131-52-9125,4155999101577,Thomas,Mccoy,M,7229 Edwin Avenue Suite 765,River Forest,IL,60305,41.8951,-87.8159,11172,Print production planner,559104764810,60.04657534246575
287-99-1588,4750988986457,Janet,Todd,F,36849 Garcia Haven,Abbottstown,PA,17301,39.8881,-76.9931,4053,Diagnostic radiographer,314041785631,33.07671232876712
499-57-3665,4491342138820901,Tyler,Fernandez,M,70534 Dennis Pike,Englewood,CO,80110,39.6463,-105.0092,99594,Computer games developer,501785486564,40.772602739726025
113-92-1966,36741241513156,Christopher,Rogers,M,815 Ryan Squares Suite 380,Marshfield,MA,2050,42.1062,-70.6993,25429,Actuary,151380046815,45.06027397260274
386-29-3206,4272742318306178930,Michelle,Williams,F,693 Washington Shoals Apt. 434,Sharpsville,PA,16150,41.2676,-80.4656,7426,Radio producer,873983848429,28.13150684931507
402-77-5852,180041314675360,Brian,Marshall,M,156 Kim Orchard Suite 963,Ashland,KY,41101,38.4722,-82.6461,40470,Air cabin crew,293307311995,65.67397260273972
221-53-0997,180045667664046,Karla,Robinson,F,7639 Amanda Tunnel,Brunswick,ME,4011,43.8973,-69.9779,20278,Clinical molecular geneticist,672649018684,44.827397260273976
133-78-8844,60406155816,Mary,Stone,F,328 Heath Forks Suite 255,Battle Creek,MI,49017,42.3322,-85.1811,92270,Patent attorney,606516448533,29.865753424657534
014-05-0329,213186702440330,Amanda,Brady,F,624 Charles Parkways Suite 008,Keaau,HI,96749,19.5893,-154.9926,17047,Trade union research officer,167155722951,59.64383561643836
754-76-6409,4568044731497,Kaitlin,Carter,F,68474 Patrick Parks,Farmington,MO,63640,37.7773,-90.4094,26335,"Nurse, mental health",412108371467,27.83013698630137
732-14-7410,4637579145215,Anna,Jackson,F,312 Jensen Mountains Apt. 074,Lansing,MI,48911,42.6797,-84.5772,162150,Paramedic,813086507802,72.51506849315068
855-20-0599,370438787535776,Jose,Trevino,M,61620 April Crossing,Sunnyvale,CA,94085,37.3886,-122.0177,140482,Dietitian,481884024576,37.59452054794521
040-55-8114,4286604164485951,Kristy,Martin,F,395 Kennedy Fords Suite 228,Wallingford,CT,6492,41.46,-72.8222,45241,Public relations account executive,347934532667,32.21643835616438
184-20-7709,5143318751097927,Andrea,Fields,F,0344 Silva Inlet,Charlotte,NC,28208,35.2358,-80.8964,790689,Mental health nurse,844495801115,51.93424657534246
261-72-8865,4192134249128965,Erin,Ingram,F,973 Aaron Fort Apt. 192,Honolulu,HI,96825,21.2987,-157.6985,403114,Customer service manager,520398932410,66.3890410958904
332-10-0856,4675481386667545,Ryan,Stewart,M,324 Mary Points,Providence,RI,2907,41.7971,-71.4255,203571,Private music teacher,762314146965,29.073972602739726
702-16-9141,6520575639836526,Timothy,Cowan,M,5830 Murphy Land,Tehachapi,CA,93561,35.043,-118.5022,34630,Forensic scientist,665775741850,46.57260273972603
035-83-4505,4604409079772781,Rhonda,Johnson,F,222 Robert Vista,Detroit,MI,48205,42.4313,-82.9813,673342,Communications engineer,485572028745,45.8054794520548
728-08-5149,2704390552958068,Jennifer,Contreras,F,38241 Scott Harbor,Temecula,CA,92592,33.4983,-117.0958,114424,Transport planner,756767582811,66.41917808219178
420-23-0053,4851579197111212590,Lori,Smith,F,35713 Hood Row,Fort Lauderdale,FL,33316,26.1042,-80.126,711693,"Engineer, aeronautical",832138782905,55.9041095890411
318-07-6215,3524295633432445,Michael,Baker,M,9558 Gallegos Spur Apt. 096,Tuscola,IL,61953,39.7995,-88.2816,6216,"Designer, furniture",625080730349,73.6
720-56-5684,4358841834374016,Kelly,Welch,F,79559 Barrett Bypass Suite 150,Louisville,KY,40211,38.242,-85.8126,736284,"Designer, interior/spatial",521500975371,41.92328767123288
345-83-1642,4427820797996673,Sandra,King,F,576 Williams Wells Apt. 816,Morgan Hill,CA,95037,37.1353,-121.6501,45579,Physiological scientist,295382391974,49.70958904109589
411-76-0468,4498392250142579,Jennifer,Murray,F,24412 Michaela Mews,Chicago,IL,60645,42.0086,-87.6947,2680484,Chemical engineer,269398105887,43.443835616438356
702-72-6132,675925178633,Susan,Barnett,F,316 Lucas Dale Suite 546,Richland Center,WI,53581,43.3661,-90.4302,10699,"Therapist, speech and language",585807126672,86.87945205479453
356-63-9609,569235558099,Linda,Sanders,F,327 Bradley Hollow,Jackson,MI,49202,42.2634,-84.4083,104131,"Presenter, broadcasting",369765976700,52.66027397260274
670-24-6975,4467046226817154,Melissa,Garcia,F,25298 Parks Branch Suite 660,Payette,ID,83661,44.0782,-116.9203,9881,Immunologist,285293121891,32.016438356164386
119-78-7378,180075851268619,Chris,Rogers,M,89760 Campbell Crossing Suite 750,Puyallup,WA,98371,47.1991,-122.3151,129412,Tour manager,406674938298,32.50958904109589
436-44-4853,676142456075,Erika,Fields,F,0863 Christopher Court,Duluth,GA,30096,33.9845,-84.1529,103980,Computer games developer,162035318102,63.52328767123288
506-56-4501,379389701550295,Vanessa,Little,F,8154 Morales Ferry,Brownsville,TX,78521,25.9221,-97.4612,195686,Furniture designer,720358760888,21.545205479452054
857-56-1908,4498830597367,Denise,Barker,F,8096 Erika Groves,Temecula,CA,92590,33.4903,-117.1824,114424,"Accountant, chartered public finance",229382103465,47.397260273972606
801-54-2127,4795133053194979696,Gary,Price,M,5557 Steven Summit,Pittsburgh,PA,15237,40.5488,-80.0474,687276,Research scientist (physical sciences),585020232980,23.443835616438356
690-50-4190,6011917851385442,Paul,Hayes,M,29929 Cunningham Mall Apt. 487,New Port Richey,FL,34655,28.2129,-82.6807,115083,Farm manager,144042863875,30.301369863013697
622-16-1589,6011319422686533,Jennifer,Greene,F,1588 Perez Lodge Suite 747,Portsmouth,VA,23704,36.8298,-76.3146,95535,"Designer, graphic",961745872624,62.23287671232877
410-37-0055,180072169666303,Lisa,Taylor,F,960 Bishop Expressway,Dallas,TX,75218,32.8463,-96.6972,1263321,"Teacher, adult education",518082556633,53.057534246575344
094-48-0373,3588327532735249,Amy,Johnson,F,3973 Teresa Parkway Apt. 952,Hoffman Estates,IL,60169,42.0493,-88.1065,33847,Financial risk analyst,792259168873,41.80821917808219
008-96-0530,4876164819807709,Eileen,Ross,F,6876 Dale Vista,Calexico,CA,92231,32.6832,-115.5028,39073,Garment/textile technologist,909493428775,35.71232876712329
772-15-2769,375237341517733,Nicole,Peterson,F,7494 Kathleen Drive Suite 035,Alexandria,VA,22304,38.8149,-77.121,321490,"Surveyor, rural practice",783241936602,53.37260273972603
315-92-2594,3577422294643039,Lauren,Hernandez,F,5886 Montgomery Extension,West Palm Beach,FL,33415,26.656,-80.126,459921,Local government officer,170269045784,39.18082191780822
874-65-5150,180067287276019,Gordon,Parker,M,49135 Stevens Route,Chesterfield,VA,23832,37.3923,-77.5668,49080,"Administrator, charities/voluntary organisations",823946427847,81.14246575342466
234-95-3319,346158148881070,Lacey,Wright,F,233 Thompson Rest Suite 841,Mifflinburg,PA,17844,40.9218,-77.0505,10042,Energy manager,913682726247,56.26849315068493
136-67-4961,563399771804,Emma,Walters,F,1717 Cory Radial,Pompano Beach,FL,33060,26.2315,-80.1235,425636,"Engineer, structural",535145596871,34.92054794520548
583-02-9531,6011739970469471,Mark,Murphy,M,444 Matthew Springs Suite 712,Hyattsville,MD,20785,38.9223,-76.8755,150988,Ranger/warden,347920342513,48.89041095890411
482-64-2673,4641758231334848,Francisco,Moreno,M,493 Mario Fields,Iowa City,IA,52245,41.6649,-91.5151,77509,Occupational hygienist,188058626828,40.75342465753425
625-85-2575,379643474524550,Sandra,Stewart,F,9660 Brown Lodge Suite 274,Fairfield,IL,62837,38.3782,-88.3593,8867,Advertising account executive,776609686046,27.70958904109589
214-85-4194,4056658833987411326,Gabriel,Castillo,M,67349 Brown Centers Suite 485,Portland,OR,97202,45.484,-122.6365,841711,Primary school teacher,313204503271,27.2
484-18-1213,372294938173597,Joshua,Guerrero,M,021 Krueger Lake Suite 325,Boston,MA,2122,42.2966,-71.0552,386505,Psychotherapist,503489061585,45.31780821917808
342-26-4244,4216667080850960851,Rachel,Vasquez,F,119 Terri Tunnel Apt. 828,Bainbridge Island,WA,98110,47.6478,-122.538,23025,Chartered loss adjuster,672026861824,50.775342465753425
196-97-1198,4477251295786060,Laura,Smith,F,03562 Foley Prairie Suite 873,Kunkletown,PA,18058,40.8999,-75.476,9464,"Teacher, special educational needs",390521432741,89.0027397260274
157-25-2430,4210890285159,Seth,Hebert,M,42643 Kelsey Burg,Greenwood,DE,19950,38.8175,-75.5935,6951,"Copywriter, advertising",991611902837,67.48219178082192
127-49-0417,30360776336911,Brandon,Thompson,M,31795 Perry Fords,Brooklyn,NY,11218,40.6424,-73.9758,2504700,Chemical engineer,557485858302,73.15616438356165
490-33-8336,2400666155416431,Zoe,Miller,F,0450 Melanie Fall Apt. 282,Fort Worth,TX,76109,32.7002,-97.3789,813980,Counselling psychologist,518381379332,60.86027397260274
063-77-3438,3559626228225125,Alvin,Harris,M,549 Johnson Burg Suite 070,Andover,MA,1810,42.6496,-71.1565,33201,Cytogeneticist,450600381837,52.772602739726025
553-49-9806,3521053161177681,Jeremiah,Vincent,M,7742 Douglas Lakes,Billings,MT,59102,45.7813,-108.5727,128125,Visual merchandiser,788849908535,57.52328767123288
490-64-9360,4382231164912,Danielle,King,F,7988 Wolf Curve Suite 652,Statham,GA,30666,33.9602,-83.5893,8659,TEFL teacher,38013675017,80.83835616438355
648-07-3243,4203265097753962,Jodi,Lewis,F,714 Rogers Ferry Suite 578,Fort Huachuca,AZ,85613,31.5587,-110.3441,5601,"Programmer, multimedia",105927843901,31.986301369863014
877-44-8505,4560821371184254762,Juan,Ayers,M,8323 James Summit,Bronx,NY,10469,40.8702,-73.8495,1382480,Manufacturing systems engineer,659387322373,45.367123287671234
577-68-8603,639085838253,Caitlin,Becker,F,289 Garrison Harbors,Rocky River,OH,44116,41.4694,-81.8512,20268,Artist,442162154842,41.92876712328767
400-67-6902,38524014843994,Tina,Brown,F,27236 Debbie Lock Apt. 351,Fort Stockton,TX,79735,30.8908,-102.8799,13315,Equities trader,151510202090,79.03013698630137
127-93-9600,4372450184819737,Matthew,Evans,M,972 Nicole Throughway,South Pasadena,CA,91030,34.1109,-118.1547,25616,Licensed conveyancer,300111851170,42.43561643835616
391-33-1849,4692743811995372,Sara,Richmond,F,14448 Barnes Villages Suite 510,Dunnellon,FL,34432,29.1015,-82.3413,34926,Chiropractor,887825985336,75.72054794520548
249-75-8110,4417899698601,Lindsay,Garza,F,113 Carpenter Station,Camden,NJ,8104,39.9186,-75.1078,75683,Trade mark attorney,895164940732,66.58904109589041
736-96-0654,377980660392059,Brett,Knapp,M,745 Gomez Gateway,Stanford,CA,94305,37.4236,-122.1619,13862,Health and safety inspector,860909044631,88.72602739726027
333-59-4312,4885652715598355,Sandra,Garcia,F,659 Fowler Throughway,Westbury,NY,11590,40.7557,-73.5723,45768,Museum/gallery exhibitions officer,288631032701,59.47671232876712
360-44-7173,342501394884880,Christopher,Montgomery,M,11964 Jennifer Place,Laguna Niguel,CA,92677,33.5145,-117.7084,63297,Manufacturing systems engineer,147732945307,69.59726027397261
107-95-4816,3553703824073336,Sheri,Alexander,F,04309 Massey Mall,Ithaca,NY,14850,42.4028,-76.484,66641,"Surveyor, commercial/residential",212893307017,32.98082191780822
191-67-9518,6545465535851251,Scott,Andersen,M,921 Nichols Cove,Sag Harbor,NY,11963,40.982,-72.3067,6622,Trade mark attorney,791252480899,61.07671232876712
735-90-9078,4490797796124,Alex,West,M,7215 Stephanie Harbor,Lakeview,NC,28350,35.2306,-79.3157,305,"Teacher, early years/pre",802714479522,63.25205479452055
731-77-8042,6011637484539864,Charles,Ryan,M,90591 Christina Pines Suite 233,Vincennes,IN,47591,38.6734,-87.5098,26770,Tourist information centre manager,836546818497,44.156164383561645
856-24-0484,4151169666725215,Eric,Thompson,M,7124 Gonzalez Keys Apt. 571,Bassett,VA,24055,36.7534,-80.0055,13674,"Scientist, research (physical sciences)",22581940865,45.99452054794521
063-72-0970,4120800564099513,Tina,Lopez,F,83512 Berry Mill Apt. 827,Florence,OR,97439,43.9881,-124.0993,14343,Airline pilot,41326530154,64.48219178082192
813-16-5107,4529821739295786713,Michael,Jones,M,2373 Williams Circle,Belleville,NJ,7109,40.7946,-74.1631,35897,Quantity surveyor,926900789232,94.83835616438355
725-97-9686,2615899886834520,Jo,Gonzalez,F,6617 Travis Islands Suite 964,Rochester,NY,14606,43.1685,-77.6845,478127,Research scientist (medical),867550268238,55.657534246575345
790-88-0904,213131499825087,Alyssa,Rasmussen,F,58068 William Springs Apt. 317,Houston,TX,77065,29.9319,-95.6106,2906700,Electronics engineer,244350808753,59.33150684931507
075-92-3336,30399006314033,Mary,Herman,F,63560 Donald Gateway Suite 694,Tehachapi,CA,93561,35.043,-118.5022,34630,"Engineer, energy",966111115187,61.20821917808219
755-35-6705,3566643749060726,Mary,Walker,F,27128 Jackson Streets,Robbinsville,NC,28771,35.3259,-83.7888,8558,Furniture conservator/restorer,751427365638,50.868493150684934
292-69-4694,4116318732807711309,Roy,Lopez,M,69572 Harper Canyon,Mount Vernon,IL,62864,38.317,-88.9105,24108,Retail manager,842625207503,30.53698630136986
743-41-0717,3525425730662482,Amy,White,F,7071 Carolyn Heights,Sun City West,AZ,85375,33.6856,-112.3659,27703,"Surveyor, hydrographic",155310733306,28.923287671232877
326-08-1825,4688092550213068,April,Brown,F,130 Andrew View Suite 964,Lynnwood,WA,98087,47.862,-122.2532,92865,Warden/ranger,495582391252,27.465753424657535
700-63-4097,377278532426423,Isabel,Smith,F,07683 Martinez Road Suite 366,Pompano Beach,FL,33068,26.216,-80.2205,425636,Pensions consultant,805137067006,56.013698630136986
455-50-7595,375628333393952,Stephanie,Kelley,F,4362 Rodriguez Run Suite 496,Gardena,CA,90247,33.8925,-118.2961,84103,Arts development officer,237079659617,45.704109589041096
565-21-6297,180027036924921,Margaret,Andrews,F,65732 Stewart Track,Brooklyn,NY,11237,40.7006,-73.918,2504700,Video editor,809732710217,60.61369863013699
897-05-1591,5300051553234153,Lisa,Stewart,F,5244 Leah Estate Apt. 261,New Brunswick,NJ,8901,40.4891,-74.4482,55223,Site engineer,682514247234,59.73424657534247
163-72-9050,4431271026767200,Kevin,Huerta,M,9927 Tara Skyway Suite 515,New Bedford,MA,2740,41.6347,-70.9372,94905,Broadcast presenter,146790108627,31.145205479452056
308-87-6450,4354159709962540,Cheryl,Ramirez,F,5203 Baker Meadows,Astoria,NY,11103,40.7627,-73.9149,148476,Leisure centre manager,296526499506,69.87945205479453
470-85-1315,342909046376603,Melissa,Nelson,F,5866 Anderson Key Suite 837,Idaho Falls,ID,83401,43.5518,-111.8919,101543,Herbalist,91339663037,92.78082191780823
688-11-5221,213102131251297,Robert,Maxwell,M,05912 Welch Isle,Milwaukee,WI,53224,43.1594,-88.0327,817312,Claims inspector/assessor,135774933611,58.797260273972604
722-18-3269,3521106330165837,John,Gonzalez,M,274 Scott Parkways Apt. 123,Hampton,IA,50441,42.7405,-93.211,5776,General practice doctor,962690689055,40.178082191780824
590-25-2032,3532532694968432,Jessica,Summers,F,044 Calvin Circles,Honolulu,HI,96817,21.3295,-157.8615,403114,"Research officer, political party",993615872991,24.638356164383563
635-97-7047,2401595919457572,Jacob,Evans,M,8339 Brad Knoll Suite 775,Sewaren,NJ,7077,40.5542,-74.2607,2766,Operational researcher,955473989023,36.032876712328765
464-20-2328,3560256265062293,Tracy,Robinson,M,7245 Andrew Lock,Moncks Corner,SC,29461,33.1971,-80.0233,30141,"Designer, interior/spatial",911836684356,53.298630136986304
285-30-3113,38662705115791,Dylan,Young,M,67042 Mccoy Spur Suite 919,Scottsdale,AZ,85258,33.5647,-111.8931,268597,"Conservation officer, nature",311512417720,51.40821917808219
743-48-2100,371075633535748,Justin,Ray,M,325 Jean Ridge Apt. 379,Napoleon,OH,43545,41.391,-84.1433,14034,"Psychotherapist, dance movement",21004782621,35.47945205479452
524-13-6294,4187794176342504,John,Walker,M,5978 Kristen Island,Vienna,VA,22180,38.8935,-77.2532,63233,Radio producer,347829148680,71.44657534246575
550-26-3084,3540388436604433,Brianna,Johnson,F,57276 Brittney Trace Suite 147,Houston,TX,77023,29.7242,-95.3178,2906700,Health and safety adviser,773943574861,61.53150684931507
465-37-2669,3550105875256807,Mark,Lucas,M,59045 Nicole Centers Apt. 711,Boston,MA,2122,42.2966,-71.0552,386505,Counselling psychologist,112320137593,44.45753424657534
168-92-3851,2285516517680861,Maria,Foster,F,137 Darius Ways,Roanoke,TX,76262,33.0211,-97.2127,27648,Games developer,262969664109,32.298630136986304
661-88-9138,501837003323,Tiffany,Taylor,F,6608 Vasquez Skyway Suite 810,Littleton,CO,80123,39.6206,-105.0901,320420,"Engineer, communications",41187313288,86.2
236-75-8053,581958263286,Adrienne,Burton,F,8586 Mary Throughway Suite 535,Dearborn Heights,MI,48127,42.3353,-83.2864,57774,Gaffer,130535362395,30.97808219178082
293-58-0473,36321061339436,Stephen,Meyers,M,0394 William Inlet Apt. 325,Plymouth,MI,48170,42.3688,-83.4799,39963,"Engineer, maintenance",428293890109,55.96986301369863
469-51-9861,4789431910090048,Tara,Turner,F,921 Micheal Rue Apt. 651,Waterbury,CT,6705,41.5503,-72.9963,110372,Health service manager,719052631553,51.95890410958904
305-99-0574,2262473107201137,Jordan,Tanner,F,0971 Jason Locks Suite 007,New Haven,CT,6511,41.3184,-72.9318,128884,Podiatrist,514667869039,53.33972602739726
180-02-9450,676314473403,Megan,Richmond,F,70096 Conner Stravenue,Perryville,MO,63775,37.7174,-89.8737,16710,Art gallery manager,400662540142,53.06849315068493
613-48-7476,30255882556297,Jennifer,Mcdonald,F,2786 Ali Corners Suite 255,West Palm Beach,FL,33407,26.7492,-80.0725,459921,"Psychologist, prison and probation services",826569757851,55.09315068493151
883-88-2692,588295829232,Roger,Sanders,M,88081 Jonathan Plaza Apt. 357,Marinette,WI,54143,45.0874,-87.6697,15225,Commercial horticulturist,804556841663,54.75342465753425
562-51-8571,4395613723081720,Thomas,Neal,M,64381 Andrew Burgs Suite 132,Lees Summit,MO,64063,38.912,-94.3517,96149,Building surveyor,275165763588,94.42739726027398
122-55-5858,4094565346997993,Andrew,Henry,M,5504 Callahan Lights,Circle Pines,MN,55014,45.1528,-93.144,27274,Solicitor,110680394106,38.69041095890411
706-76-5752,4060717481131769,Paul,Allen,M,54873 Davis Spur Apt. 908,Blairsville,PA,15717,40.4413,-79.2533,10847,"Producer, television/film/video",550052594447,72.72876712328767
475-36-9258,6011491872742049,Kyle,Simmons,M,37730 Parsons Valley,Duluth,GA,30097,34.026,-84.147,103980,"Editor, commissioning",415634562309,30.91780821917808
